BirdtreeFormat,Family,O.C,Final.polygyny,Final.EPP,Syllable.rep.final,Syll.song.final,Song.rep.final,Duration.final,Interval.final,Song.rate,Continuity,EPPSourcedata
Mirafra_hypermetra,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_hypermetra,Alaudidae,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA
Mirafra_poecilosterna,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_sabota,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA
Mniotilta_varia,Parulidae,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA
Mohoua_albicilla,Mohouidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohoua_novaeseelandiae,Mohouidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohoua_ochrocephala,Mohouidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_aeneus,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_ater,Icteridae,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA
Molothrus_ater,Icteridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Molothrus_ater,Icteridae,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA
Molothrus_ater,Icteridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24% EPB
Molothrus_rufoaxillaris,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montifringilla_nivalis,Passeridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_aguimp,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_alba,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_alba,Motacillidae,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA
Motacilla_capensis,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_cinerea,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_citreola,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_clara,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_flava,Motacillidae,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA
Motacilla_flava,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_grandis,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_madaraspatensis,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_adusta,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_caerulescens,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_cassini,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_cassini,Muscicapidae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Muscicapa_comitata,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_epulata,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_infuscata,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_sethsmithi,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_striata,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myadestes_palmeri,Turdidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycerobas_carnipes,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_cinerascens,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_cinerascens,Tyrannidae,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Myiarchus_cinerascens,Tyrannidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Myiarchus_cinerascens,Tyrannidae,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
Myiarchus_crinitus,Tyrannidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_crinitus,Tyrannidae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Myiarchus_crinitus,Tyrannidae,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Myiarchus_crinitus,Tyrannidae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Myioborus_pictus,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myioparus_griseigularis,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myioparus_plumbeus,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocichla_aethiops,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibornis_herero,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_coccinigaster,Nectariniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_coccinigaster,Nectariniidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Nectarinia_dussumieri,Nectariniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_dussumieri,Nectariniidae,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA
Nectarinia_osea,Nectariniidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia_osea,Nectariniidae,NA,NA,1,NA,NA,NA,1.6,NA,NA,NA,NA
Nectarinia_osea,Nectariniidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23% EPP
Nesopsar_nigerrimus,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesospiza_acunhae,Thraupidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicator_chloris,Nicatoridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicator_gularis,Nicatoridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicator_gularis,Nicatoridae,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA
Notiomystis_cincta,Notiomystidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Notiomystis_cincta,Notiomystidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.2% EPP
Notiomystis_cincta,Notiomystidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA, 80% EPB
Oenanthe_oenanthe,Muscicapidae,NA,0,1,46,NA,NA,NA,NA,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,NA,0,1,NA,18,NA,NA,NA,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,NA,0,1,NA,NA,NA,1.25,NA,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,NA,0,1,NA,NA,NA,NA,6,NA,NA,NA
Oenanthe_oenanthe,Muscicapidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,22.22% EPB
Onychognathus_albirostris,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_morio,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_nabouroup,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_salvadorii,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_tenuirostris,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_tristramii,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychognathus_walleri,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_formosus,Parulidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_formosus,Parulidae,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Oporornis_formosus,Parulidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,~33% EPP
Oporornis_philadelphia,Parulidae,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,NA,NA,7.14,NA,NA,NA
Oporornis_philadelphia,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_tolmiei,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oporornis_tolmiei,Parulidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Oreomystis_mana,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreoscoptes_montanus,Mimidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreoscoptes_montanus,Mimidae,NA,0,NA,NA,NA,NA,166,NA,NA,NA,NA
Orthonyx_spaldingii,Orthonychidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxyruncus_cristatus,Tityridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxyruncus_cristatus,Tityridae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Pachycephala_pectoralis,Pachycephalidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pachycephala_pectoralis,Pachycephalidae,NA,0,1,NA,3.84,NA,NA,NA,NA,NA,NA
Pachycephala_pectoralis,Pachycephalidae,NA,0,1,NA,NA,10.1,NA,NA,NA,NA,NA
Pachycephala_pectoralis,Pachycephalidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,23.1% EPB
Pachycephala_pectoralis,Pachycephalidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 19.2% EPP
Padda_oryzivora,Estrildidae,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Padda_oryzivora,Estrildidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panurus_biarmicus,Panuridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Panurus_biarmicus,Panuridae,NA,0,1,NA,NA,NA,2,NA,NA,NA,NA
Panurus_biarmicus,Panuridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,44% EPP
Panurus_biarmicus,Panuridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 29.5% EPB
Panurus_biarmicus,Panuridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 14% EPP
Paradisaea_minor,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis_webbianus,Paradoxornithidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis_webbianus,Paradoxornithidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,26% EPB
Pardalotus_punctatus,Pardalotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardalotus_quadragintus,Pardalotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardalotus_striatus,Pardalotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paroreomyza_montana,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parotia_carolae,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parotia_wahnesi,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,2.7,NA,NA,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,NA,1.6,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,NA,1.55,NA,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,NA,NA,5.3,NA,NA,NA
Parula_americana,Parulidae,NA,0,NA,NA,NA,NA,NA,5.26,NA,NA,NA
Parus_albiventris,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_ater,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_ater,Paridae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Parus_ater,Paridae,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA
Parus_ater,Paridae,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Parus_ater,Paridae,NA,0,NA,NA,NA,NA,2.1,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,2,NA,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,1,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,2,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,2.5,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,NA,2,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Parus_atricapillus,Paridae,0,0,1,NA,NA,NA,NA,NA,NA,NA,31% EPF
Parus_caeruleus,Paridae,0,1,1,9.6,NA,NA,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,3.4,NA,NA,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,2,NA,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,2.88,NA,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,3,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,4,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,5,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,5.5,NA,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,NA,2.4,NA,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,NA,NA,4.6,NA,NA,NA
Parus_caeruleus,Paridae,0,1,1,NA,NA,NA,NA,NA,NA,NA,12% EPP
Parus_carolinensis,Paridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Parus_carolinensis,Paridae,NA,0,1,NA,4,NA,NA,NA,NA,NA,NA
Parus_carolinensis,Paridae,NA,0,1,NA,NA,3,NA,NA,NA,NA,NA
Parus_carolinensis,Paridae,NA,0,1,NA,NA,NA,1.2,NA,NA,NA,NA
Parus_carolinensis,Paridae,NA,0,1,NA,NA,NA,NA,3,NA,NA,NA
Parus_carolinensis,Paridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,56% EPB
Parus_cinctus,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cinctus,Paridae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Parus_cinerascens,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,NA,NA,NA,3.2,NA,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,NA,NA,NA,NA,7.1,NA,NA,NA
Parus_cristatus,Paridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,30% EPP
Parus_cyanus,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_hudsonicus,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_leucomelas,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_lugubris,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,10,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,7.9,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,3.4,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,2,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,2.4,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,3,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,4.5,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,3.75,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,NA,3,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Parus_major,Paridae,0,0,0,NA,NA,NA,NA,NA,NA,NA,29.86% EPB
Parus_major,Paridae,0,0,0,NA,NA,NA,NA,NA,NA,NA, 9.6% EPP
Parus_montanus,Paridae,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
Parus_montanus,Paridae,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Parus_montanus,Paridae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Parus_montanus,Paridae,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA
Parus_montanus,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_niger,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Parus_palustris,Paridae,NA,0,NA,NA,NA,NA,NA,3.5,NA,NA,NA
Parus_rufescens,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_rufonuchalis,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_sclateri,Paridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,6,NA,NA,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,NA,1,NA,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,NA,NA,NA,0.17,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Passer_domesticus,Passeridae,0,0,1,NA,NA,NA,NA,NA,NA,NA,10.1% EPP
Passer_domesticus,Passeridae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 23.71% EPB
Passer_griseus,Passeridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,10,NA,NA,NA,NA,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,NA,NA,NA,0.11,NA,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,NA,NA,NA,NA,7.1,NA,NA,NA
Passer_montanus,Passeridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_rutilans,Passeridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,NA,NA,2.25,NA,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,NA,NA,NA,6.3,NA,NA,NA
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,58% EPP
Passerculus_sandwichensis,Passerellidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA, 62.96% EPB
Passerella_iliaca,Passerellidae,0,NA,NA,19.87,NA,NA,NA,NA,NA,NA,NA
Passerella_iliaca,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerella_iliaca,Passerellidae,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Passerella_iliaca,Passerellidae,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
Passerella_iliaca,Passerellidae,0,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA
Passerella_iliaca,Passerellidae,0,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,7.32,NA,NA,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,9,NA,NA,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,7.32,NA,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,NA,NA,2.13,NA,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,NA,NA,NA,8.61,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,NA,NA,NA,8.79,NA,NA,NA
Passerina_amoena,Cardinalidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_caerulea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_caerulea,Cardinalidae,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA
Passerina_caerulea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,53% EPP
Passerina_caerulea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA, 70% EPB
Passerina_ciris,Cardinalidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,NA,1,NA,NA,12.21,NA,NA,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,NA,1,NA,NA,NA,NA,1.91,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
Passerina_ciris,Cardinalidae,NA,1,NA,NA,NA,NA,NA,7.37,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,8,NA,NA,NA,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,5.63,NA,NA,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,9,NA,NA,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,2.2,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,2.5,NA,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,NA,8.59,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,NA,8.61,NA,NA,NA
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,35% EPP
Passerina_cyanea,Cardinalidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 29.27% EPB
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA
Passerina_leclancherii,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA
Passerina_versicolor,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Perisoreus_canadensis,Corvidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perisoreus_infaustus,Corvidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrochelidon_fulva,Hirundinidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrochelidon_pyrrhonota,Hirundinidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Petrochelidon_pyrrhonota,Hirundinidae,NA,0,0,NA,NA,NA,7,NA,NA,NA,NA
Petrochelidon_pyrrhonota,Hirundinidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,6% EPP
Petroica_australis,Petroicidae,NA,0,0,23.6,NA,NA,NA,NA,NA,NA,NA
Petroica_australis,Petroicidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Petroica_australis,Petroicidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Petroica_australis,Petroicidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA, 0% EPB
Petroica_goodenovii,Petroicidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Petroica_goodenovii,Petroicidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,37% EPB
Petroica_goodenovii,Petroicidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 23% EPP
Petroica_macrocephala,Petroicidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petronia_petronia,Passeridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
